study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_m,L_depth_m,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes,U_depth_cm,L_depth_cm,OC mass,N mass
Rogers - not published,,"Cararma Inlet, Jervis Bay",Lake1B-c,Open water area in the interior of saltmarsh. Often completely dry - linked to ENSO,Salt marsh,Salt marsh,2014,-34.995,150.774,0.6,0.65,0.007,<0.001,,4.273604953,,60,65,0.029915235,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Lake2B-a,Open water area in the interior of saltmarsh. Often completely dry - linked to ENSO,Salt marsh,Salt marsh,2014,-34.986,150.774,0.03,0.08,0.0035,<0.001,,3.819227415,,3,8,0.013367296,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Lake2B-b,Open water area in the interior of saltmarsh. Often completely dry - linked to ENSO,Salt marsh,Salt marsh,2014,-34.986,150.774,0.3,0.35,0.002,,,4.263780574,,30,35,0.008527561,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Lake2B-c,Open water area in the interior of saltmarsh. Often completely dry - linked to ENSO,Salt marsh,Salt marsh,2014,-34.986,150.774,0.5,0.55,0.006,<0.001,,4.008346715,,50,55,0.02405008,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Lake2B-d,Open water area in the interior of saltmarsh. Often completely dry - linked to ENSO,Salt marsh,Salt marsh,2014,-34.986,150.774,0.7,0.75,0.017,<0.001,,4.155712403,,70,75,0.070647111,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Sm1B-a,Sarcocornia quinqueflora and Sporobolus virginicus dominated,Salt marsh,Salt marsh,2014,-34.985,150.773,0,0.05,0.004,0.002,,3.762737235,,0,5,0.015050949,0.007525474
Rogers - not published,,"Cararma Inlet, Jervis Bay",Sm1B-b,Sarcocornia quinqueflora and Sporobolus virginicus dominated,Salt marsh,Salt marsh,2014,-34.985,150.773,0.23,0.28,0.001,<0.001,,4.428338926,,23,28,0.004428339,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Sm1B-c,Sarcocornia quinqueflora and Sporobolus virginicus dominated,Salt marsh,Salt marsh,2014,-34.985,150.773,0.55,0.6,0.036,<0.001,,4.602721657,,55,60,0.16569798,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Sm2B-a,Sarcocornia quinqueflora and Sporobolus virginicus dominated,Salt marsh,Salt marsh,2014,-34.985,150.772,0,0.05,0.037,0.002,,1.807685773,,0,5,0.066884374,0.003615372
Rogers - not published,,"Cararma Inlet, Jervis Bay",Sm2B-b,Sarcocornia quinqueflora and Sporobolus virginicus dominated,Salt marsh,Salt marsh,2014,-34.985,150.772,0.23,0.28,0.015,<0.001,,3.426252247,,23,28,0.051393784,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Sm2B-c,Sarcocornia quinqueflora and Sporobolus virginicus dominated,Salt marsh,Salt marsh,2014,-34.985,150.772,0.55,0.6,0.009,<0.001,,3.531864324,,55,60,0.031786779,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Sm3B-a,Sarcocornia quinqueflora and Sporobolus virginicus dominated,Salt marsh,Salt marsh,2014,-34.985,150.772,0,0.05,0.017,0.001,,3.20765981,,0,5,0.054530217,0.00320766
Rogers - not published,,"Cararma Inlet, Jervis Bay",Sm3B-b,Sarcocornia quinqueflora and Sporobolus virginicus dominated,Salt marsh,Salt marsh,2014,-34.985,150.772,0.2,0.25,0.0013,<0.001,,3.362393782,,20,25,0.004371112,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Sm3B-c,Sarcocornia quinqueflora and Sporobolus virginicus dominated,Salt marsh,Salt marsh,2014,-34.985,150.772,0.4,0.45,0.0008,<0.001,,3.745544571,,40,45,0.002996436,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Tect1B-a,Saltmarsh shrub Tecticornia arbuscula dominated - highly saline and immediately adjacent mangrove,Salt marsh,Salt marsh,2014,-34.986,150.771,0.03,0.08,0.0011,<0.001,,3.227308568,,3,8,0.003550039,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Tect1B-b,Saltmarsh shrub Tecticornia arbuscula dominated - highly saline and immediately adjacent mangrove,Salt marsh,Salt marsh,2014,-34.986,150.771,0.2,0.25,0.0014,<0.001,,3.431164437,,20,25,0.00480363,#VALUE!
Rogers - not published,,"Cararma Inlet, Jervis Bay",Tect1B-c,Saltmarsh shrub Tecticornia arbuscula dominated - highly saline and immediately adjacent mangrove,Salt marsh,Salt marsh,2014,-34.986,150.771,0.5,0.55,0.0005,<0.001,,3.546600892,,50,55,0.0017733,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.1,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,0,0.02,0.21,0.008,,0.254743956,,0,2,0.053496231,0.002037952
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.2,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,0.05,0.07,0.211,0.008,,0.278138809,,5,7,0.058687289,0.00222511
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.3,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,0.15,0.17,0.07,0.0065,,0.774629581,,15,17,0.054224071,0.005035092
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.4,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,0.25,0.27,0.01,<0.001,,1.481674032,,25,27,0.01481674,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.5,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,0.35,0.37,0.007,<0.001,,1.572654016,,35,37,0.011008578,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.6,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,0.45,0.47,0.014,<0.001,,1.666233429,,45,47,0.023327268,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.7,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,0.55,0.57,0.01,<0.001,,1.767611126,,55,57,0.017676111,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.8,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,0.65,0.67,0.006,<0.001,,1.715622563,,65,67,0.010293735,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.9,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,0.75,0.77,0.014,<0.001,,2.043150507,,75,77,0.028604107,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.10,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,0.85,0.87,0.013,<0.001,,1.619443722,,85,87,0.021052768,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.11,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,0.95,0.97,0.03,0.001,,1.216532363,,95,97,0.036495971,0.001216532
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.12,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,1.05,1.07,0.022,<0.001,,1.375097479,,105,107,0.030252145,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.13,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,1.15,1.17,0.016,<0.001,,1.793605407,,115,117,0.028697687,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SW1.14,"Transect 1, Location C in Curran; Sporobolus virginicus and Sarcocornia quinquflora dominated",Salt marsh,Salt marsh,2015,-33.177,151.569,1.25,1.27,0.017,<0.001,,1.31791006,,125,127,0.022404471,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",MN2.1,"Transect 2, Location B in Curran; Avicennia marina dominated",Mangrove,Mangrove,2015,-33.177,151.568,0,0.02,0.175,0.01,,0.171562256,,0,2,0.030023395,0.001715623
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",MN2.2,"Transect 2, Location B in Curran; Avicennia marina dominated",Mangrove,Mangrove,2015,-33.177,151.568,0.05,0.07,0.311,0.013,,0.171562256,,5,7,0.053355862,0.002230309
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",MN2.3,"Transect 2, Location B in Curran; Avicennia marina dominated",Mangrove,Mangrove,2015,-33.177,151.568,0.15,0.17,0.265,0.013,,0.239147388,,15,17,0.063374058,0.003108916
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",MN2.4,"Transect 2, Location B in Curran; Avicennia marina dominated",Mangrove,Mangrove,2015,-33.177,151.568,0.25,0.27,0.031,0.001,,1.463478035,,25,27,0.045367819,0.001463478
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",MN2.5,"Transect 2, Location B in Curran; Avicennia marina dominated",Mangrove,Mangrove,2015,-33.177,151.568,0.45,0.47,0.007,<0.001,,1.993761372,,45,47,0.01395633,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",MN2.6,"Transect 2, Location B in Curran; Avicennia marina dominated",Mangrove,Mangrove,2015,-33.177,151.568,0.65,0.67,0.007,<0.001,,1.702625422,,65,67,0.011918378,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",MN2.7,"Transect 2, Location B in Curran; Avicennia marina dominated",Mangrove,Mangrove,2015,-33.177,151.568,0.85,0.87,0.022,0.001,,0.966987263,,85,87,0.02127372,0.000966987
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",MN2.8,"Transect 2, Location B in Curran; Avicennia marina dominated",Mangrove,Mangrove,2015,-33.177,151.568,1.05,1.07,0.0185,0.001,,1.016376397,,105,107,0.018802963,0.001016376
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",MN2.9,"Transect 2, Location B in Curran; Avicennia marina dominated",Mangrove,Mangrove,2015,-33.177,151.568,1.25,1.27,0.014,0.001,,1.562256304,,125,127,0.021871588,0.001562256
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.1,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,0,0.02,0.381,0.015,,0.150753769,,0,2,0.057437186,0.002261307
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.2,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,0.05,0.07,0.197,0.007,,0.368509213,,5,7,0.072596315,0.002579564
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.3,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,0.15,0.17,0.202,0.007,,0.452261307,,15,17,0.091356784,0.003165829
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.4,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,0.25,0.27,0.037,0.003,,0.971524288,,25,27,0.035946399,0.002914573
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.5,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,0.35,0.37,0.003,<0.001,,1.608040201,,35,37,0.004824121,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.6,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,0.45,0.47,0.007,<0.001,,1.457286432,,45,47,0.010201005,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.7,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,0.55,0.57,0.007,<0.001,,1.35678392,,55,57,0.009497487,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.8,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,0.65,0.67,0.006,<0.001,,1.340033501,,65,67,0.008040201,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.9,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,0.75,0.77,0.011,<0.001,,1.474036851,,75,77,0.016214405,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.10,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,0.85,0.87,0.013,<0.001,,1.340033501,,85,87,0.017420436,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.11,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,0.95,0.97,0.036,0.001,,1.172529313,,95,97,0.042211055,0.001172529
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.12,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,1.05,1.07,0.023,0.001,,1.373534338,,105,107,0.03159129,0.001373534
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.13,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,1.15,1.17,0.018,<0.001,,1.440536013,,115,117,0.025929648,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",CAS1.14,"Transect 1, Location D in Curran; Casuarina glauca dominated",Supratidal forest,Supratidal forest,2015,-33.177,151.569,1.25,1.27,0.011,<0.001,,1.524288107,,125,127,0.016767169,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.1,"Transect 1, Location D in Curran; Casuarina glauca dominated",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,0,0.02,0.165,0.008,,0.343124513,,0,2,0.056615545,0.002744996
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.2,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,0.05,0.07,0.107,0.006,,0.45749935,,5,7,0.04895243,0.002744996
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.3,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,0.15,0.17,0.005,<0.001,,1.967767091,,15,17,0.009838835,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.4,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,0.25,0.27,0.004,<0.001,,2.404471016,,25,27,0.009617884,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.5,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,0.35,0.37,0.007,<0.001,,1.933974526,,35,37,0.013537822,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.6,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,0.45,0.47,0.008,<0.001,,1.778008838,,45,47,0.014224071,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.7,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,0.55,0.57,0.013,<0.001,,2.089940213,,55,57,0.027169223,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.8,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,0.65,0.67,0.011,<0.001,,1.783207694,,65,67,0.019615285,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.9,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,0.75,0.77,0.013,<0.001,,1.60904601,,75,77,0.020917598,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.10,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,0.85,0.87,0.018,0.001,,1.510267741,,85,87,0.027184819,0.001510268
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.11,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,0.95,0.97,0.013,<0.001,,1.310111775,,95,97,0.017031453,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.12,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,1.05,1.07,0.022,0.001,,0.953990122,,105,107,0.020987783,0.00095399
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.13,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,1.15,1.17,0.02,0.001,,0.886404991,,115,117,0.0177281,0.000886405
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBD1.14,"Transect 1, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.177,151.568,1.25,1.27,0.018,0.001,,0.909799844,,125,127,0.016376397,0.0009098
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBA1.1,"Transect 2, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.176,151.567,0,0.02,0.092,0.006,,0.371718222,,0,2,0.034198076,0.002230309
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBA1.2,"Transect 2, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.176,151.567,0.05,0.07,0.176,0.01,,0.322329088,,5,7,0.056729919,0.003223291
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBA1.3,"Transect 2, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.176,151.567,0.15,0.17,0.006,<0.001,,1.837795685,,15,17,0.011026774,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBA1.4,"Transect 2, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.176,151.567,0.25,0.27,0.018,<0.001,,1.796204835,,25,27,0.032331687,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBA1.5,"Transect 2, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.176,151.567,0.45,0.47,0.006,<0.001,,1.512867169,,45,47,0.009077203,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBA1.6,"Transect 2, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.176,151.567,0.65,0.67,0.017,<0.001,,1.200935794,,65,67,0.020415909,#VALUE!
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBA1.7,"Transect 2, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.176,151.567,0.85,0.87,0.016,0.001,,1.211333507,,85,87,0.019381336,0.001211334
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBA1.8,"Transect 2, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.176,151.567,1.05,1.07,0.018,0.001,,0.857811282,,105,107,0.015440603,0.000857811
"Partly published in Rogers et al. (2019). Wetland carbon storage controlled by millennial-scale variation in relative sea-level rise. Nature, 567(7746), 91-95.",,"Chain Valley Bay, Lake Macquarie",SUBA1.9,"Transect 2, Location A in Curran; former mangrove submerged by mine subsidence",Submerged by subsidence,Submerged by subsidence,2015,-33.176,151.567,1.25,1.27,0.02,0.001,,0.837015857,,125,127,0.016740317,0.000837016
