"study_id","site_id","core_id","core_year","core_latitude","core_longitude","core_position_method","core_position_notes","salinity_class","salinity_method","vegetation_class","vegetation_method","core_length_flag","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon","cs137_activity","cs137_activity_se","depth_interval_notes","fraction_nitrogen","Habitat_type"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.0412,0.518161,0.239416,14.7726,16.414,NA,0.013583,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.1205,0.450266,0.200336,27.9535,5.538,NA,0.0133,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.1042,0.488221,0.212613,24.8798,6.7555,NA,0.013727,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.0715,0.60848,0.226056,24.8477,9.6109,NA,0.01414,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.0845,0.610888,0.244644,35.0133,7.9576,NA,0.015377,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.131,0.4682,0.2019,10.2924,5.1462,NA,0.013383,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.2118,0.394134,0.173065,20.5256,3.4724,NA,0.011736,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.2271,0.369106,0.157201,33.9091,2.99,NA,0.010248,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.3802,0.330252,0.152595,36.5751,2.1732,NA,0.010243,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.4109,0.315601,0.128607,43.4466,2.1242,NA,0.009002,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.4488,0.310794,0.09937,6.8945,1.4683,NA,0.006792,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.5904,0.207483,0.074351,14.707,1.2752,NA,0.004714,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.7733,0.141757,0.047764,2.8314,0.9438,NA,0.003381,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.9216,0.096515,0.031124,1.0882,0.6617,NA,0.002585,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",28,30,1.0748,0.085735,0.021355,-0.2718,0.6715,NA,0.001955,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",30,32,1.2166,0.058938,0.013662,1.1581,0.5404,NA,0.001369,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",32,34,1.2545,0.053794,0.009929,0.6709,0.5203,NA,0.001137,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",34,36,1.2822,0.051782,0.009419,0.5999,0.5333,NA,0.001072,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",36,38,1.2515,0.052137,0.008992,-1.4999,0.5238,NA,0,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_1",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",38,40,1.3274,0.048452,0.008124,-0.9288,0.5547,NA,0,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.0907,0.575382,0.239593,43.6073,10.5715,NA,0.015291,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.1264,0.4453,0.193977,22.5121,5.1456,NA,0.013745,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.097,0.67711,0.264831,6.2818,6.5549,NA,0.016242,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.0941,0.603502,0.257448,19.4336,12.8984,NA,0.015436,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.1305,0.496757,0.216803,42.356,8.4452,NA,0.013201,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.1931,0.396706,0.169129,39.1579,6.2015,NA,0.011527,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.2649,0.331115,0.144716,36.1116,4.5352,NA,0.009708,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.3593,0.320178,0.137406,34.2574,3.7745,NA,0.00952,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.4111,0.320288,0.140526,40.8223,3.3366,NA,0.010007,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.4174,0.295924,0.121837,60.2434,3.3513,NA,0.008524,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.4749,0.307514,0.122914,20.4364,2.5945,NA,0.008712,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.6628,0.151878,0.058805,17.1097,1.9039,NA,0.003664,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.914,0.102914,0.037905,6.169,1.3006,NA,0.002389,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",26,28,1.042,0.082024,0.030003,2.4769,1.1559,NA,0.001698,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",28,30,1.0438,0.077419,0.025882,0.8122,1.1023,NA,0.001648,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",30,32,1.1084,0.064644,0.019251,2.1851,1.1003,NA,0.001117,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",32,34,1.1537,0.058349,0.014492,0.0968,0.7746,NA,0.000837,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",34,36,1.2205,0.051185,0.011818,-0.6729,1.0234,NA,0.000607,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",36,38,1.1779,0.05692,0.012923,-0.2013,0.5771,NA,0.000627,"saltmarsh"
"Piazza_et_al_2020","CRMS0651_H","0651_H_2",2006.75,29.945952,-93.524266,"other low resolution","Point on marsh, but most H points look like they're taken from boats near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",38,40,1.2159,0.056078,0.01206,-0.0283,0.735,NA,0.000572,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.0278,0.752406,0.29295,-3.5279,13.2975,NA,0.016373,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.0904,0.678976,0.283891,18.4785,4.1699,NA,0.016498,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.1042,0.692641,0.277823,14.1979,3.8254,NA,0.01715,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.0987,0.690591,0.274481,13.0459,11.9522,NA,0.016245,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.0922,0.675111,0.309688,31.6604,15.667,NA,0.017217,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.0753,0.686802,0.2865,45.2608,9.1122,NA,0.0175,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.1016,0.621302,0.223159,57.0116,5.4393,NA,0.013497,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.0948,0.622541,0.271604,76.0337,5.907,NA,0.016308,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.1602,0.581545,0.234197,104.7253,3.4068,NA,0.015947,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.1877,0.52514,0.224974,50.0585,2.6948,NA,0.014494,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.2156,0.516129,0.224488,33.8848,2.8076,NA,0.013799,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.2576,0.431411,0.178761,14.5694,1.5415,NA,0.01114,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.5397,0.204447,0.089135,3.6163,1.1105,NA,0.006141,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.7434,0.14684,0.058329,2.3153,1.4847,NA,0.004845,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.838,0.109484,0.04703,0.7541,0.7362,NA,0.00376,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.8793,0.091244,0.033441,2.3169,0.8205,NA,0.003072,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",32,34,1.0103,0.072909,0.028358,0.3214,0.3709,NA,0.002435,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",34,36,1.1134,0.080256,0.025321,0.9815,0.612,NA,0.002412,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_1",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",36,38,1.1049,0.085682,0.02268,0.5153,1.0934,NA,0.002193,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.0271,0.698421,0.290459,-1.4126,19.3056,NA,0.018146,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.0694,0.620753,0.258096,24.64,3.9851,NA,0.014978,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.1097,0.578369,0.228395,19.4219,3.4436,NA,0.01305,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.0953,0.671205,0.266496,29.0731,4.0959,NA,0.014395,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.0936,0.634396,0.272543,37.7003,4.0776,NA,0.012401,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.0817,0.686766,0.227852,45.3542,4.5021,NA,0.010691,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.1126,0.602694,0.263088,46.9376,3.6894,NA,0.012383,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.1231,0.60604,0.249701,72.888,3.6843,NA,0.012683,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.1472,0.594235,0.234585,69.4008,3.1633,NA,0.011644,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.1456,0.543294,0.238681,92.9438,3.3044,NA,0.012318,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.2044,0.494052,0.221563,72.4005,2.4823,NA,0.011824,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.226,0.495881,0.217872,28.7388,1.9473,NA,0.011688,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.2788,0.42993,0.177685,18.5044,1.6019,NA,0.009267,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.3921,0.302469,0.123819,3.4434,1.033,NA,0.006237,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.5081,0.214785,0.098339,1.8013,0.7642,NA,0.004301,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.5363,0.215763,0.10736,1.2451,0.5254,NA,0.00527,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.5474,0.204615,0.090688,1.0948,0.7173,NA,0.004242,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.8141,0.145703,0.056338,NA,NA,NA,0.002036,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.7844,0.135312,0.05729,NA,NA,NA,0.001167,"saltmarsh"
"Piazza_et_al_2020","CRMS0669","0669_2",2006.75,29.882517,-93.729333,"handheld","On marsh, but didn't see adjacent CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.9665,0.093575,0.038024,NA,NA,NA,0.000619,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.2962,0.157748,0.040237,3.0652,1.2959,NA,0.002654,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.4821,0.105742,0.03394,1.8892,0.9146,NA,0.002213,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.5107,0.110624,0.028645,2.4692,0.8636,NA,0.002377,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.4147,0.145358,0.061358,4.8299,1.0424,NA,0.004445,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.2078,0.378277,0.137852,5.5258,1.7184,NA,0.008955,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.1273,0.631032,0.276446,9.9887,2.831,NA,0.017767,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.1245,0.589322,0.238566,32.7133,2.9739,NA,0.014727,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.2116,0.380682,0.152839,97.5222,2.5747,NA,0.008549,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.3286,0.244022,0.139427,97.5924,1.352,NA,0.007621,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.3706,0.204348,0.090765,74.6484,1.649,NA,0.00487,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.4052,0.087625,0.092176,22.4054,1.1179,NA,0.0057,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.6175,0.15426,0.061462,2.4785,0.5078,NA,0.004093,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.8034,0.125624,0.046319,0.8338,0.5469,NA,0.003072,"saltmarsh"
"Piazza_et_al_2020","CRMS0672","0672_1",2006.75,29.831714,-93.416818,"handheld","Point located next to CRMS setup on Google Earth.","brackish","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.8273,0.103073,0.036873,0.9734,0.5075,NA,0.002591,"saltmarsh"
